VALUE,YEAR,AREA,FLOORS ,ROOMS,REMODEL
Low,1910,4,2,7,0
High,1910,4,2,6,0
Low,1920,4,2,8,0
High,1930,4,1.5,7,0
Low,1948,3,1,7,0
High,1929,4,1.5,7,0
Low,1930,1,2,8,2
Low,1948,3,2,8,0
Low,1918,3,2,9,0
High,1928,4,2,8,0
High,1910,3,2,8,0
High,1900,5,2,9,0
Low,1950,2,2,7,0
Low,1920,2,1,4,0
Low,1935,3,2,6,0
Low,1945,3,1.5,6,0
Low,1960,3,2,7,0
Low,1940,3,1,5,0
High,1910,6,2,10,0
Low,1945,3,1.5,6,0
High,1940,4,2,7,2
High,1900,5,2,8,0
Low,1960,3,1,5,0
Low,1920,3,2,7,0
Low,1920,3,1,7,2
Low,1950,4,1,6,0
High,1900,5,2,8,0
High,1945,4,2,8,0
Low,1920,3,1,6,2
Low,1930,3,2,6,0
High,1930,4,1,9,2
High,1925,3,2,6,0
Low,1950,3,2,7,0
High,1930,4,2,10,2
Low,1920,2,1,5,0
Low,1955,3,1,5,0
Low,1903,4,1.5,6,0
Low,1925,2,2,6,1
Low,1954,3,1.5,6,0
Low,1935,3,2,7,0
High,1910,5,2,8,0
Low,1925,4,1,7,0
High,1925,6,2,8,0
High,1916,6,2,11,1
Low,1920,3,2,9,0
High,1910,4,2,8,2
Low,1945,3,1.5,6,0
Low,1932,4,2,7,1
High,1880,5,2,8,2
Low,1910,4,2,7,0
Low,1940,3,2,7,0
High,1900,5,2,10,0
Low,1950,4,1,6,0
Low,1920,5,2,7,1
High,1949,3,2,6,0
Low,1920,3,2,7,0
High,1900,4,2,8,0
High,1930,3,1.5,6,1
Low,1950,3,2,7,0
Low,1951,3,1,6,0
Low,1928,2,2,6,0
High,1940,4,2,8,0
Low,1945,3,1.5,6,0
High,1930,4,2,7,0
High,1920,5,2,8,0
High,1912,4,2,7,0
High,1913,6,2,12,1
High,1920,4,2,8,0
High,1910,6,2,10,2
Low,1924,2,1,5,0
Low,1930,3,1,7,0
Low,1940,3,2,7,1
High,1930,4,1,11,1
Low,1924,3,2,7,0
High,1910,4,2.5,9,2
Low,1960,2,1,5,0
Low,1907,3,1,7,0
High,1989,3,2,6,0
Low,1944,3,2,6,0
Low,1930,3,2,7,0
High,1952,5,1,8,0
Low,1950,3,2,6,0
High,1940,4,2,8,0
High,1912,5,2,8,0
High,1929,4,1.5,8,2
Low,1912,3,2,7,0
Low,1950,3,1,7,0
Low,1920,3,2,7,0
High,1910,4,2,8,0
High,2002,5,2,8,0
Low,1950,3,1,7,0
Low,1965,3,2,6,0
High,1935,4,1.5,6,1
High,2002,6,2,8,0
Low,1939,3,2,6,0
Low,1905,4,1,8,0
High,1910,5,2,9,0
High,1989,3,2,6,0
High,1969,4,2,6,0
High,1910,6,2,10,0
High,1940,3,2,10,0
High,1917,4,2,7,1
Low,1929,3,1,5,0
High,1900,6,2,9,0
Low,1948,2,2,6,1
High,1930,3,2,9,1
Low,1930,3,2,8,0
Low,1913,3,2,8,0
High,2006,5,2,7,0
High,1960,4,2,7,2
High,1915,4,2,10,2
Low,1950,3,2,6,0
High,1884,6,2.5,9,2
High,1920,4,2,6,1
Low,1930,3,2,6,0
Low,1952,3,1,6,0
High,1925,4,2,9,0
High,1940,4,2,7,0
High,1920,4,2,8,0
Low,1929,3,1,7,2
Low,1957,3,2,6,0
Low,1928,3,1,5,0
High,1920,4,2,9,0
High,1954,4,1,5,0
High,1950,4,2,9,0
Low,1925,4,1.5,9,0
High,1910,5,2,7,0
High,1955,3,2,8,0
Low,1932,3,2,6,0
Low,1925,3,2,6,0
High,1960,5,1.5,7,0
High,1950,4,1.5,6,1
High,1955,4,1,6,0
Low,1925,3,2,6,0
High,1932,4,1.5,6,2
Low,1940,3,2,7,2
Low,1928,3,2,6,0
High,1999,4,1.5,6,0
Low,1915,4,2,9,2
Low,1945,3,1,7,0
High,1920,4,2,8,2
Low,1905,3,1,7,1
Low,1934,3,2,5,0
High,1967,3,2,7,0
High,1920,4,2,9,0
Low,1930,3,1,5,0
High,1940,6,1.5,7,1
Low,1957,3,2,7,0
High,1920,4,2,9,0
High,1920,5,2,10,0
High,1951,3,2,7,0
Low,1920,3,1.5,6,0
Low,1962,3,1,5,0
High,1925,4,1.5,8,0
Low,1953,3,2,6,0
High,1890,3,2,7,0
Low,1914,3,1,6,0
High,1960,3,2,7,0
Low,1954,3,1.5,6,0
Low,1930,3,2,7,0
Low,1923,4,1.5,6,2
High,1930,3,2,6,0
High,1932,4,1.5,6,0
Low,1925,4,2,7,0
Low,1925,3,2,7,0
High,1960,3,1,5,2
High,2006,6,2,11,0
High,1950,3,2,6,0
High,1952,4,2,7,2
High,1880,4,2,7,0
Low,1920,3,2,6,0
Low,1963,4,1.5,7,2
High,1910,4,2,9,0
Low,1954,3,1.5,6,0
High,1937,4,2,7,0
High,1918,4,2,10,2
Low,1930,3,1,6,0
Low,1957,3,2,6,0
High,1940,4,2,6,0
High,1950,3,2,6,2
Low,1950,2,1,5,0
Low,1955,3,1,9,2
High,1987,5,2,8,0
Low,1929,3,1.5,7,0
High,1960,4,2,8,0
Low,1940,3,1,6,0
High,1955,3,2,6,0
Low,1925,3,2,7,0
Low,1940,3,1.5,6,2
High,1920,6,2,10,2
High,1950,3,2,6,0
High,1935,3,2,6,2
Low,1948,4,1.5,7,1
Low,1930,3,1.5,7,0
High,2010,6,2,9,0
Low,1925,3,1.5,8,0
Low,1955,3,2,7,0
Low,1930,4,1.5,7,0
High,1920,5,2,9,2
Low,1954,3,1.5,6,0
Low,1910,3,2,6,0
Low,1936,3,1.5,6,0
High,1920,6,2,8,2
Low,1925,3,1,6,2
Low,1955,3,2,6,0
High,1935,4,2,9,0
Low,1940,2,1,4,0
High,1920,3,2,7,0
Low,1920,3,2,7,0
High,1957,3,2,11,0
Low,1952,3,1,6,0
High,1930,4,1,7,2
High,1915,4,2,7,0
Low,1940,4,1,6,0
High,1940,6,2,11,2
High,1966,3,1,5,0
High,1950,4,2,9,0
High,1932,3,2,8,2
Low,1930,3,1,6,0
Low,1940,3,2,8,0
High,1920,3,2,10,0
Low,1925,3,2,7,0
Low,1971,2,2,6,0
Low,1920,4,1,7,1
Low,1925,4,1,8,0
Low,1921,4,1,6,0
Low,1926,2,1,7,0
Low,1956,3,1.5,6,2
High,1940,5,2.5,8,0
High,1947,3,2,6,0
Low,1951,3,1,6,0
Low,1930,3,1.5,7,0
High,1925,3,2,7,0
Low,1914,3,2,7,0
Low,1944,3,2,7,0
Low,1956,3,1,5,0
Low,1935,3,2,6,0
High,1945,3,2,6,0
Low,1925,2,2,7,0
Low,1945,4,1.5,7,2
High,1925,4,2,9,2
Low,1950,3,2,6,0
Low,1935,3,2,8,0
Low,1930,3,1,5,0
Low,1940,3,1,7,0
High,1930,4,2,7,0
High,2003,3,2,8,0
Low,1925,2,1,5,0
Low,1920,3,2,7,0
High,1910,5,2,10,0
High,1915,4,2.5,7,0
High,1956,3,2,7,0
Low,1940,3,2,6,0
Low,1970,3,1,6,0
Low,1930,3,1.5,7,0
Low,1966,3,2,7,0
Low,1952,3,1,7,0
Low,1920,5,1,7,0
High,1925,4,2,8,1
High,1955,5,1,6,0
Low,1925,4,1.5,7,0
Low,1930,3,2,8,0
Low,1920,3,2,8,0
Low,1925,3,2,7,0
Low,1940,3,1,6,0
Low,1930,3,1,7,1
Low,1940,3,1,5,0
High,1951,3,1,6,0
High,1925,3,2,6,1
Low,1940,3,1,6,1
Low,1957,3,2,8,0
Low,1935,3,1,5,1
High,1930,3,1.5,7,0
Low,1925,2,2,6,1
Low,1901,3,2,7,0
High,1920,3,2,7,0
Low,1925,3,1,5,0
High,1925,3,2,7,0
High,1986,4,2,7,0
High,1940,4,2,7,0
Low,1905,3,2,5,0
High,1939,3,2,6,0
High,1955,4,2,7,0
High,1948,4,2.5,8,0
Low,1958,3,2,8,0
Low,1925,3,2,7,0
High,1920,3,2,7,0
High,1930,3,2,6,1
Low,1950,3,2,8,1
High,1955,3,2,7,2
High,1915,4,2,10,0
High,1929,3,2,7,0
High,1964,4,2,14,0
High,1936,3,2,8,2
High,1923,5,1,8,0
High,1935,4,1.5,7,2
High,1925,3,2,6,2
Low,1940,3,1,8,0
Low,1950,3,2,6,0
Low,1925,3,1,5,0
High,1935,4,2,8,2
Low,1900,3,2,8,0
Low,1957,3,2,6,0
High,1920,4,2,8,0
Low,1930,5,1,8,0
High,1935,4,3,8,2
High,1930,4,2,12,0
Low,1950,3,1.5,5,0
High,1932,3,2,7,0
High,1930,3,2,6,0
Low,1908,3,2,8,1
High,1930,3,2,8,0
High,1930,3,1.5,7,2
High,1954,3,2,8,2
Low,1959,3,2,6,0
High,1918,4,2,8,1
High,1950,3,2,7,1
High,1920,4,1.5,7,1
Low,1935,3,2,6,0
Low,1925,3,1,5,0
Low,1927,3,1,5,0
Low,1934,3,2,6,0
High,1933,3,1.5,6,2
Low,1930,3,2,8,2
Low,1928,3,1.5,6,0
High,1920,4,2,10,0
High,1890,3,2,7,0
High,1900,5,2,9,0
High,1924,3,2,7,0
High,1950,4,2,6,1
Low,1950,3,2,6,0
Low,1940,3,2,6,0
Low,1940,3,2,6,0
High,1848,6,2,11,1
High,1920,3,2,7,2
Low,1945,3,2,6,1
High,1940,3,2,8,0
High,1900,3,2,8,1
Low,1950,2,2,7,1
Low,1940,3,2,7,0
Low,1950,3,2,6,0
Low,1964,3,2,6,0
High,1964,3,1,6,0
Low,1934,4,1,7,0
High,1908,6,2,11,2
High,1925,3,2,7,0
Low,1900,2,2,6,0
Low,1930,3,2,6,0
Low,1940,2,2,8,0
High,1920,4,2,8,1
Low,1935,3,2,7,0
Low,1930,4,1,6,0
Low,1940,3,1,7,0
High,1966,3,2,7,0
Low,1930,3,2,7,0
High,1910,4,2.5,9,2
Low,1925,4,2,9,0
High,1920,3,2,7,0
Low,1960,3,2,6,0
High,1925,4,2,8,0
Low,1925,4,1,7,0
High,1929,4,2,7,2
Low,1923,4,1,7,0
High,1931,3,2,7,0
Low,1910,4,2,6,0
Low,1925,3,2,7,0
High,1950,5,2,8,2
High,1930,5,2,9,0
High,1915,5,2,7,0
High,1965,3,1,7,0
High,1925,4,2,8,2
High,1941,3,2,6,0
Low,1957,3,1,8,0
Low,1965,3,1,5,0
Low,1940,3,2,7,1
Low,1930,3,2,7,0
High,1933,5,2,8,2
High,1919,4,2,8,0
Low,1925,4,1,8,0
High,1920,6,2,9,0
Low,1934,3,2,7,1
Low,1950,3,2,6,0
Low,1956,3,2,6,0
Low,1950,3,2,7,2
High,1910,3,2,7,0
High,1965,4,1,8,0
High,1930,3,1.5,5,0
Low,1940,3,2,7,0
High,1960,3,2,7,0
Low,1934,3,1.5,5,0
High,1925,3,1,6,2
High,1910,6,2,11,0
Low,1910,4,1,7,0
Low,1960,4,1,5,0
Low,1900,3,2,6,0
Low,1956,3,2,6,0
High,1925,3,2,7,0
High,1930,4,2,8,2
Low,1920,3,1.5,5,0
Low,1925,4,1.5,7,1
Low,1930,3,2,6,0
High,1875,5,2,11,0
High,1930,3,2,8,0
High,1930,4,2,7,0
Low,1926,3,2,7,0
High,1912,6,2,8,2
Low,1962,3,1.5,9,0
Low,1925,3,2,7,0
High,1925,3,2,7,0
High,1965,3,1,7,2
Low,1960,3,2,6,0
Low,1935,3,2,6,0
Low,1930,3,2,7,0
High,1910,5,2,7,2
Low,1947,2,2,6,0
Low,1925,3,1,5,0
Low,1955,3,2,6,1
Low,1930,4,1,7,0
High,1910,4,2,10,0
Low,1935,3,2,8,0
Low,1943,3,1.5,8,0
High,1950,3,2,7,0
High,1935,3,2,9,0
Low,1940,3,2,7,0
High,1920,5,2.5,10,0
High,1920,3,2,7,0
Low,1925,3,2,7,0
High,1965,4,1,6,0
Low,1925,3,1,7,2
Low,1930,3,2,6,2
High,1940,3,2,6,2
Low,1930,3,1.5,5,0
High,1925,3,1.5,8,2
High,1925,4,1.5,6,0
Low,1955,2,2,6,2
Low,1962,3,1.5,8,0
Low,1954,3,2,6,0
Low,1950,4,1.5,6,2
High,1940,4,2,7,0
Low,1967,3,1,5,0
Low,1920,4,2,10,0
Low,1931,3,2,6,0
High,1900,4,2,8,2
Low,1920,3,2,8,1
Low,1954,3,1.5,7,0
High,1940,3,2,7,0
Low,1940,3,2,7,0
High,1890,4,2,8,0
High,1926,4,2,7,0
Low,1910,3,1,5,0
High,1940,3,2,6,0
Low,1915,3,1.5,6,0
Low,1967,3,2,6,0
High,1935,4,2,8,0
High,1920,4,2,8,2
High,1936,3,2,8,0
High,1935,4,2,7,0
Low,1932,3,2,7,0
Low,1940,3,2,7,0
High,1920,3,2,9,0
High,1920,4,2,7,0
High,2001,4,2,10,0
Low,1956,3,2,6,0
Low,1939,3,2,6,0
Low,1925,2,1,4,0
Low,1924,3,1,6,0
High,1930,3,2,7,2
Low,1930,3,1,4,0
High,1940,3,2,7,0
High,1925,4,2,9,0
Low,1940,3,2,6,0
High,1965,4,1,8,2
Low,1890,3,2,6,0
High,1920,3,2,8,0
High,1940,6,2,8,0
High,1920,4,2,10,0
Low,1925,4,1,7,0
Low,1950,3,2,6,1
High,1915,3,2,7,0
High,1901,4,2,10,0
Low,1960,3,1.5,6,0
Low,1965,3,1,7,0
High,1900,4,2,7,0
Low,1925,2,1,5,0
High,1965,4,1.5,6,2
Low,1940,3,1.5,9,0
High,1930,3,2,7,1
Low,1925,3,1,5,0
High,1931,3,2,7,0
Low,1958,3,1,9,0
High,1940,3,2,6,2
High,1930,3,2,6,0
High,1950,3,2,6,2
High,1963,4,1,7,0
Low,1949,2,1,4,0
High,1902,5,2.5,9,1
Low,1929,3,2,6,2
Low,1920,2,2,8,0
Low,1950,3,2,7,0
High,1945,6,2,9,0
High,1970,6,2,10,0
High,1920,6,2,12,0
Low,1931,3,1,5,0
Low,1970,2,2,6,1
High,1912,4,2,7,0
High,1915,5,2,12,2
Low,1955,3,1.5,7,0
High,1937,3,2,6,0
Low,1925,2,1.5,6,0
Low,1956,3,1,6,0
Low,1920,3,2,6,0
High,1965,3,1,6,0
High,1940,3,2,6,0
Low,1920,4,2,8,1
Low,1952,3,1.5,7,0
High,1939,5,2,11,1
Low,1930,4,1,7,0
Low,1938,3,2,6,0
High,1915,3,2,6,0
High,1930,3,2,9,2
Low,1940,3,1,5,0
Low,1958,3,1,5,0
Low,1925,4,1,6,0
High,1940,3,2,7,2
Low,1920,3,2,8,0
Low,1956,3,1,8,0
Low,1937,2,2,6,0
High,1919,6,2,12,2
High,1910,5,2,10,0
Low,1935,3,2,6,0
High,1930,4,2,7,2
High,1960,4,1,7,0
High,1920,5,2,8,0
Low,1951,2,1,5,0
Low,1958,3,1.5,6,2
High,1930,3,2,6,0
High,1940,4,1.5,6,2
Low,1967,3,2,7,0
Low,1952,3,1,4,0
High,1885,5,2,10,2
Low,1950,3,1,6,1
High,1915,6,2,8,1
High,1938,4,2,7,0
High,1940,3,2,8,0
High,1910,4,2,9,0
Low,1958,3,1,7,0
Low,1950,3,1,5,0
Low,1932,3,2,7,1
High,1970,3,2,8,0
Low,1912,3,2,7,0
High,1915,3,2,7,0
High,1930,5,2,8,0
High,1956,3,1,5,2
Low,1890,3,2,8,1
Low,1958,3,1.5,6,0
Low,1940,3,2,7,0
High,1935,5,2,9,2
Low,1939,3,2,7,1
Low,1925,3,2,6,0
High,1895,5,2,7,1
Low,1950,3,1,5,0
High,1920,4,2,10,0
Low,1953,3,1,6,0
High,1925,3,2,7,0
Low,1925,2,1,5,0
Low,1941,2,2,6,0
High,1920,5,2,9,2
High,1955,4,1.5,7,2
Low,1939,3,2,9,2
High,1940,3,2,6,0
Low,1968,3,1,7,0
High,1965,3,2,8,2
High,1940,3,2,7,0
Low,1913,3,2,7,2
Low,1912,3,2,7,2
High,1931,4,2,7,1
High,1920,5,1,6,0
Low,1920,3,2,8,1
Low,1936,3,2,8,0
Low,1965,3,1,6,0
Low,1958,3,1,5,0
Low,1925,3,2,6,0
High,1900,4,2,7,0
High,1953,4,2,8,2
Low,1924,3,2,8,0
High,1938,4,2,7,0
High,1940,6,2,8,0
Low,1952,3,1,8,2
High,1915,4,2,9,0
High,1908,5,1,7,0
Low,1910,4,2,7,0
Low,1925,3,2,6,0
Low,1928,3,2,6,0
High,1965,3,1,11,0
High,1967,3,2,7,0
High,1940,3,2,8,0
High,1940,4,2.5,10,0
High,1880,4,2,7,0
Low,1940,3,2,7,0
Low,1941,3,2,7,0
High,1928,4,2,7,0
High,2007,6,2.5,7,0
High,1937,4,2,9,1
Low,1955,3,1,5,0
High,1939,5,2,8,1
High,1935,3,2,7,2
Low,1931,3,1,6,0
Low,1925,4,1,7,0
High,1923,3,2,7,0
High,1938,4,1.5,11,0
High,1987,6,2.5,10,0
Low,1959,3,2,6,0
Low,1940,3,2,6,0
High,1930,4,2,8,0
High,1965,4,1,6,1
High,1968,3,2,7,0
Low,1940,3,1,6,0
High,1880,5,2.5,8,0
High,1884,6,2,11,2
High,1935,3,2,7,0
Low,1952,3,1,7,2
Low,1930,2,2,5,0
High,1930,4,2,7,2
Low,1920,3,2,7,0
High,1910,6,2,10,0
High,1925,4,2,8,0
Low,1960,3,2,7,0
High,1901,6,2,11,2
High,1920,6,2.5,9,0
Low,1925,3,1,7,0
High,1904,4,2.5,8,2
High,1930,4,2,9,2
High,1933,3,2,6,2
Low,1959,3,2,6,0
Low,1910,3,2,7,0
High,1930,3,2,6,0
High,1938,3,2,8,0
High,1925,4,2,8,0
High,1975,4,2,8,0
High,1954,4,1,7,0
High,1929,5,2,9,0
Low,1968,3,1,7,0
High,1930,4,2,7,0
Low,1926,3,2,7,0
Low,1930,3,2,6,0
Low,1940,3,2,7,0
High,1940,4,2,8,0
High,1920,4,2,9,0
Low,1950,3,1,6,0
High,1910,5,2,8,0
High,1880,6,2,12,0
High,1949,5,1.5,7,0
High,1951,4,1.5,6,0
Low,1957,3,2,7,0
Low,1965,3,2,6,0
High,1940,6,2,9,2
High,1886,5,2.5,9,2
High,1930,3,2,6,2
High,1920,5,2,8,2
Low,1950,3,1,5,0
High,1960,4,2,9,0
High,1920,5,2,8,2
Low,1926,3,2,8,0
High,1930,4,2,8,1
High,1920,5,2,9,2
Low,1968,3,1,8,0
Low,1963,3,2,6,0
High,1926,3,2,8,1
Low,1925,2,1,5,0
High,1930,5,2,9,0
Low,1950,3,2,7,0
High,1934,4,2,7,0
High,1890,6,2,12,2
Low,1927,3,2,6,0
High,1940,3,2,7,0
Low,1925,3,2,8,0
High,1884,6,2,12,0
High,1965,3,2,7,0
High,1965,3,2,6,2
Low,1920,3,2,7,0
Low,1956,3,2,7,0
High,1910,4,2,8,0
High,1935,3,2,9,2
High,1929,6,2,8,0
Low,1950,3,1,6,0
High,1938,5,2,9,0
High,1920,5,2,10,1
High,1990,3,2,10,0
Low,1930,3,2,7,0
Low,1937,4,1,6,0
High,1968,3,1,9,2
Low,1940,3,2,6,0
Low,1925,3,2,6,0
High,1880,6,2,10,0
High,1931,5,2.5,7,1
High,1886,5,2,11,0
Low,1946,3,1.5,7,0
High,1950,3,1.5,9,2
High,1934,4,2,8,0
Low,1930,3,2,6,0
High,1915,5,2,8,0
High,1960,6,2,7,0
High,1950,3,2,7,0
High,1929,3,2,7,0
High,1940,3,2,7,2
High,1955,3,2,7,0
High,1948,4,1.5,8,2
High,2011,5,2,8,0
Low,1938,3,2,7,0
High,1961,3,2,7,0
High,1925,3,2,7,2
Low,1965,3,2,7,0
High,1890,4,2,11,0
Low,1920,3,2,7,1
Low,1910,3,1,5,0
High,1940,4,2,8,0
Low,1950,3,1.5,6,0
High,1925,6,2,10,2
High,1930,4,2,8,1
High,1925,4,2,7,0
Low,1940,3,1.5,6,0
Low,1938,3,2,7,0
High,1925,4,2.5,11,0
High,1935,3,2,8,0
High,1950,3,2,8,0
High,1890,5,2,9,1
High,1950,3,1,6,2
Low,1941,3,2,6,0
High,1920,5,2,7,2
High,1927,5,2,8,0
High,1955,5,1.5,8,1
High,1925,5,2,10,0
Low,1959,3,1,6,0
Low,1949,3,1.5,7,0
High,1935,4,2.5,8,2
High,1915,4,2,9,0
Low,1930,3,2,7,0
High,1935,4,2,8,0
High,1945,3,2,7,2
High,1965,3,2,7,2
Low,1920,3,2,7,0
Low,1950,3,2,8,0
Low,1950,2,1,5,0
High,1947,5,1.5,6,0
Low,1930,3,2,6,2
Low,1925,3,2,7,0
High,1929,4,2,9,0
High,1930,4,2,7,2
Low,1920,3,2,6,0
High,1920,3,2,7,2
Low,1958,3,1,6,0
Low,1948,2,1,5,0
High,1940,3,1.5,6,2
Low,1920,3,2,8,0
High,1915,6,2.5,11,2
High,1930,3,2,7,0
Low,1950,2,1,5,0
High,1930,3,2,7,0
Low,1935,3,2,7,0
Low,1946,3,1,5,0
Low,1946,3,2,7,0
High,1938,4,2,7,0
High,1938,3,2,9,1
High,1955,4,1.5,6,0
Low,1950,3,2,6,0
High,1935,4,1.5,6,2
High,1940,3,2,6,0
High,1945,4,1,9,0
Low,1950,3,1,5,0
High,1920,3,2,8,1
High,1930,3,2,7,0
High,1935,3,2,8,0
Low,1960,3,1,5,0
High,1920,4,2,8,2
High,1961,3,2,6,0
Low,1951,3,1.5,6,0
High,1920,4,2,10,0
High,1965,5,2,9,1
High,1925,4,2,8,0
Low,1930,3,2,6,0
Low,1933,2,2,6,0
Low,1916,3,2,8,0
High,1930,4,2,8,0
Low,1940,3,2,6,0
Low,1942,3,1.5,5,0
Low,1920,3,1.5,7,0
Low,1929,3,2,6,0
Low,1945,4,2,6,0
Low,1950,4,1,6,0
High,1909,4,2,8,0
High,1928,3,2,7,0
High,1950,4,1.5,8,0
Low,1938,3,2,6,0
Low,1932,3,1,6,1
Low,1925,3,2,7,2
Low,1950,3,1.5,7,0
High,1938,3,2,7,0
Low,1950,3,1,6,0
Low,1950,3,1,6,0
High,1940,4,1.5,7,2
Low,1915,3,2,6,2
Low,1920,5,1,7,0
Low,1961,2,2,6,0
High,1957,4,1,7,2
Low,1934,3,2,6,0
Low,1950,3,1,5,1
High,1935,3,2,9,0
Low,1955,3,1,6,0
Low,1950,3,1.5,6,0
Low,1935,3,2,6,0
High,1928,4,1,6,0
High,1925,4,2,8,0
Low,1910,3,2,7,2
High,1936,5,2,10,0
High,2001,5,2,11,2
High,1910,3,2,7,1
High,1930,4,2,7,0
High,1930,3,2,7,2
High,1935,3,2,7,0
Low,1930,3,2,7,0
Low,1962,3,2,7,0
Low,1950,3,1,5,0
High,1995,4,2,7,0
Low,1930,3,2,6,0
High,1914,5,2,9,0
Low,1959,3,1,6,0
Low,1972,3,2,6,0
High,1886,5,2,9,0
Low,1950,3,1,6,0
Low,1938,3,1,6,0
High,1900,5,2,9,0
Low,1920,3,1,5,0
High,1928,3,2,7,0
Low,1928,3,1,6,0
High,1925,3,2,8,0
Low,1935,3,2,7,0
High,1940,4,2,6,2
High,1925,3,2,7,0
High,1920,4,2,6,2
Low,1950,2,1,6,0
Low,1923,3,2,7,0
Low,1960,3,1,5,0
Low,1915,4,2,7,1
High,1927,4,2,7,0
Low,1946,3,1.5,7,0
High,1918,5,2.5,10,0
High,1955,4,1,9,0
High,1893,4,2.5,7,0
High,1930,4,2,8,2
High,1930,5,2,7,0
Low,1958,3,1,6,0
High,1958,5,1,9,0
Low,1930,4,1,5,0
Low,1900,3,1.5,5,0
High,1957,3,1,7,0
Low,1950,3,1.5,9,0
Low,1935,4,2,7,0
Low,1950,3,2,7,2
High,1910,6,2,10,2
High,1880,6,2,11,0
High,1910,5,2,10,2
Low,1920,3,2,8,0
Low,1957,3,1,7,0
Low,1885,5,1.5,7,0
High,1913,6,2,8,1
Low,1925,3,2,7,0
High,1924,4,2,7,2
High,1938,4,2,8,2
High,1925,3,2,8,1
High,1920,4,2,8,0
High,1920,4,2,10,0
High,1920,5,2,8,0
Low,1950,3,1,6,2
Low,1921,3,2,7,0
High,1935,3,2,7,0
High,1946,3,2,7,0
High,1930,5,2,7,0
Low,1969,2,2,6,0
High,1920,3,2,9,0
High,1920,4,2,8,0
High,1950,6,1,7,0
Low,1920,3,2,7,0
Low,1905,4,2,9,0
Low,1920,3,2,8,0
High,1880,4,2,6,1
High,1940,3,1.5,8,2
High,1923,4,1.5,6,0
Low,1920,4,1.5,6,0
Low,1950,3,1,6,0
High,1940,3,2,6,0
Low,1935,3,2,7,0
High,1940,3,2,6,0
Low,1940,3,2,6,2
High,1924,4,1,8,0
High,1925,4,2,7,2
High,1935,3,2,7,0
Low,1914,2,2,6,0
High,2001,5,2,7,0
Low,1953,3,1,6,0
Low,1898,4,2,8,0
High,1938,4,2,7,0
Low,1955,3,1,5,0
High,1956,4,1,8,0
Low,1940,3,2,7,0
High,1940,3,2,7,0
Low,1940,3,1,5,0
Low,1920,4,2,6,0
Low,1920,3,2,7,0
Low,1925,3,2,8,0
Low,1925,3,2,7,0
High,1925,3,2,6,0
High,1957,3,1,7,0
High,1890,4,2,8,0
Low,1955,3,1,5,0
Low,1904,3,2,6,0
Low,1920,3,2,7,0
High,1920,4,2,7,0
High,1940,3,2,7,0
Low,1933,3,2,6,0
High,1880,3,2,7,0
Low,1923,3,1.5,5,0
High,1900,4,2,7,0
High,1925,3,2,8,0
Low,1928,3,2,6,0
High,1930,4,2,8,1
Low,1929,3,2,7,2
Low,1935,3,2,7,0
Low,1930,3,2,6,2
High,2004,5,2,9,0
High,1947,4,1.5,6,0
Low,1960,3,1.5,6,2
Low,1940,3,1.5,6,0
Low,1930,3,2,6,0
High,1925,3,2,7,2
High,1930,4,2,9,0
Low,1920,3,2,7,0
Low,1920,3,2,7,0
High,2005,6,2,9,0
High,1954,3,1,7,0
High,1930,4,2,7,0
Low,1940,3,1,6,0
Low,1930,3,2,7,2
High,1930,3,2,7,1
High,1925,4,2,9,0
High,1927,4,2,5,0
High,1910,4,2,7,0
High,1885,4,2,10,0
Low,1920,3,2,7,0
Low,1920,3,2,7,0
High,1935,3,2,7,2
High,1930,3,2,7,2
High,1930,4,1,7,0
High,1920,4,2,7,1
Low,1959,3,1,5,0
High,1929,3,2,7,0
Low,1930,3,2,8,0
Low,1929,3,2,7,0
Low,1890,3,2,7,0
Low,1950,3,1,6,0
Low,1965,3,1,6,2
High,1925,3,2,6,0
Low,1920,3,2,6,0
High,1929,3,2,7,1
Low,1950,4,1,8,0
Low,1930,3,2,7,0
High,1950,4,1,6,2
Low,1954,3,1,6,0
Low,1910,3,2,7,0
High,1938,3,2,7,2
Low,1957,3,1.5,7,0
Low,1950,3,1,7,0
High,1966,3,2,6,0
High,1925,4,2,7,0
High,1936,3,2,7,2
Low,1954,2,1,4,0
High,1892,6,2,10,2
High,1910,4,2,8,2
Low,1959,3,1,5,0
High,1920,4,2,8,1
High,1890,5,2,8,2
Low,1920,4,1,5,0
High,1925,3,2,7,0
High,1935,4,2,7,2
High,1950,3,1,12,0
Low,1920,2,2,5,0
High,1938,4,2,7,0
High,1911,5,2,9,2
Low,1925,3,2,6,0
High,1946,3,1.5,8,0
Low,1962,3,1,7,0
Low,1958,3,1,5,0
Low,1920,3,2,9,0
High,1938,4,2,8,0
Low,1930,3,2,7,0
Low,1898,4,2,8,0
Low,1953,3,2,8,0
High,1920,3,2,7,0
High,1964,4,1,7,0
Low,1957,3,1,5,0
Low,1950,3,1,5,0
Low,1950,4,1,6,0
Low,1920,4,2,8,1
High,1923,3,2,7,0
High,1930,4,2,8,0
Low,1940,2,2,6,0
Low,1913,3,2,7,0
High,1920,4,2,7,0
High,1935,3,2,7,0
Low,1950,3,1,6,0
Low,1920,3,1.5,6,0
High,1923,4,2,7,2
Low,1950,3,1,4,0
Low,1940,3,2,6,0
Low,1910,4,1.5,7,0
Low,1925,2,2,5,0
Low,1930,3,2,7,0
